cluster_number	gene	z_score
0	ITGB1BP2	7.9167914390563965
0	NPC2	7.888503074645996
0	LRIG1	7.870916843414307
0	RBM38	7.853278160095215
0	MPPED2	7.8265886306762695
0	PLIN5	7.803223609924316
0	GCNT2	7.800539493560791
0	TSPO	7.741044044494629
0	PNCK	7.718212127685547
0	OCIAD2	7.707630634307861
0	GOT1	7.6761088371276855
0	DUSP5	7.652737140655518
0	FAM213A	7.592288017272949
0	SOD2	7.58915376663208
0	TRIM54	7.5780439376831055
0	FAM189A2	7.545982837677002
0	MT1E	7.522892475128174
0	MRAS	7.520837783813477
0	OLFM3	7.48463773727417
0	CTNNB1	7.484366416931152
0	PPARGC1A	7.479944229125977
0	CKB	7.459873199462891
0	PPP1R3C	7.443517208099365
0	KRT8	7.418162822723389
0	VIPR2	7.397230625152588
0	DTNA	7.394075870513916
0	KLHL41	7.377303600311279
0	CDC42EP3	7.377047538757324
0	GADD45A	7.347323894500732
0	GAS6	7.30846643447876
0	MT-ND4L	7.283344268798828
0	SLC2A4	7.263355731964111
0	CAV3	7.249413967132568
0	POPDC3	7.211549282073975
0	SOX17	7.198268890380859
0	LRRC39	7.191951751708984
0	DOK7	7.186309814453125
0	KLHL24	7.179714202880859
0	CCDC141	7.17559814453125
0	RBFOX1	7.174580097198486
0	ANKH	7.166338920593262
0	AFAP1L1	7.089534759521484
0	RNF175	6.968449592590332
0	SGCA	6.962531566619873
0	CNN1	6.936351776123047
0	SLC5A1	6.925779342651367
0	LRRC2	6.9143967628479
0	SLC6A8	6.782408714294434
0	GATA6-AS1	6.758663177490234
0	FPGT-TNNI3K	6.748724460601807
0	PTP4A3	6.740997314453125
0	FIGN	6.713015556335449
0	APCDD1	6.699179649353027
0	C15orf52	6.697474479675293
0	DUSP26	6.621174335479736
0	P2RX1	6.605093955993652
0	PDK4	6.5921406745910645
0	SPX	6.553565979003906
0	HSPB2	6.512507915496826
0	RASD1	6.503512382507324
0	GPX1	6.485923767089844
0	SOST	6.444958209991455
0	MYCN	6.349806785583496
0	DDIT4	6.344940185546875
0	NCOA4	6.315605163574219
0	CORO6	6.293092727661133
0	ST6GAL1	6.2683424949646
0	MYCT1	6.25262975692749
0	STC2	6.241568565368652
0	AKR1C3	6.222433090209961
0	TNNI3K	6.215526580810547
0	SNHG25	6.184005260467529
0	EMCN	6.1317548751831055
0	TXLNB	6.097289085388184
0	JPH1	6.096737384796143
0	SLC4A1	6.053946495056152
0	BMP7	6.0259785652160645
0	MTSS1	6.008594036102295
0	DPF3	6.000557899475098
0	AGL	5.9938459396362305
0	RASSF4	5.962052822113037
0	LYPD2	5.943493843078613
0	CLGN	5.943106174468994
0	PLEK2	5.908329010009766
0	TACC2	5.905509948730469
0	OXTR	5.905430316925049
0	CD36	5.884783744812012
0	TRIM36	5.880980968475342
0	NUAK1	5.863494396209717
0	CASQ1	5.795456409454346
0	KLHL13	5.7786970138549805
0	HLA-C	5.7621235847473145
0	KCNH2	5.761450290679932
0	MYO18B	5.726405143737793
0	SPTA1	5.721207141876221
0	NRN1	5.711894989013672
0	FLNB	5.702589988708496
0	KDR	5.680459499359131
0	S1PR1	5.674741744995117
0	USP28	5.673307418823242
0	SLC2A1	5.672704219818115
0	LMOD2	5.653276443481445
0	ACACB	5.646551132202148
0	MMRN2	5.6422882080078125
0	PROX1	5.642070293426514
0	CDH5	5.641329765319824
0	ATP1A2	5.635012149810791
0	GNG7	5.6231889724731445
0	MYOCD	5.605412483215332
0	PYGL	5.579494476318359
0	CD24	5.566122055053711
0	JUP	5.55837869644165
0	TSC22D1	5.540114879608154
0	CRABP2	5.522097110748291
0	CECR1	5.516035556793213
0	KIF26B	5.450716018676758
0	COL23A1	5.448022365570068
0	KRT19	5.424025058746338
0	SCARF1	5.419325351715088
0	BCL11A	5.380635738372803
0	RP5-1096D14.6	5.3499627113342285
0	PTGES3L	5.316709041595459
0	AQP1	5.250369071960449
0	USP2	5.249825477600098
0	RUNDC3A	5.241648197174072
0	EPB42	5.237797260284424
0	CACNA1C	5.215932369232178
0	ADCY6	5.203341960906982
0	SRL	5.1562652587890625
0	SLMAP	5.131201267242432
0	PMEPA1	5.126893520355225
0	PECAM1	5.126446723937988
0	CCDC85A	5.110520362854004
0	CCDC69	5.110504150390625
0	NRP1	5.0783843994140625
0	LEFTY2	5.074699878692627
0	ISYNA1	5.040493011474609
0	RRAGD	5.012568950653076
0	DMTN	4.988351345062256
0	TSPAN2	4.98726749420166
0	PRRX1	4.979559898376465
0	MIR1-1HG	4.967672348022461
0	C10orf71	4.95956563949585
0	RASGRP2	4.949012279510498
0	TRDN	4.942417144775391
0	F3	4.93927001953125
0	SRPK3	4.937849998474121
0	MTRNR2L12	4.922931671142578
0	SPEG	4.853157043457031
0	ATP13A3	4.846811294555664
0	ART3	4.8226094245910645
0	FAM46A	4.771899223327637
0	TMEM56	4.759727478027344
0	PRRG3	4.745030403137207
0	TMEM163	4.713141441345215
0	KCNMB1	4.705361843109131
0	VCAN	4.630917549133301
0	SEPP1	4.625065326690674
0	SMOC1	4.621780872344971
0	CLCNKB	4.608188152313232
0	DHRS3	4.593201160430908
0	MAOA	4.567760467529297
0	FZD6	4.559780120849609
0	COL11A1	4.553078651428223
0	ANKRD29	4.544513702392578
0	ERBB3	4.530768871307373
0	PRICKLE1	4.519469738006592
0	KCNQ1	4.503923416137695
0	APCDD1L	4.46073579788208
0	FBXL22	4.422063827514648
0	LAMA2	4.419938564300537
0	RCAN1	4.416341781616211
0	CSRP2	4.391127109527588
0	ADGRF5	4.367954730987549
0	PPFIA4	4.363563060760498
0	FBXO40	4.351682662963867
0	RP11-354E11.2	4.339641571044922
0	LMO4	4.335162162780762
0	APOA1	4.321379661560059
0	TNNT1	4.297799587249756
0	C19orf33	4.292232513427734
0	USP53	4.264669418334961
0	FGF7	4.262029647827148
0	HRK	4.232795238494873
0	TBX3	4.204047679901123
0	STK33	4.201931476593018
0	C9orf24	4.195181846618652
0	HIST2H2BE	4.129216194152832
0	TESC	4.127556324005127
0	HECW2	4.1215739250183105
0	BMX	4.108140468597412
0	HBE1	4.105783939361572
0	NAMPT	4.076249122619629
0	JPH2	4.065637588500977
0	TMEM88	4.061227798461914
0	HAND2	4.049075126647949
0	TIE1	4.0275959968566895
0	TSPAN32	4.011709690093994
0	ECSCR-1	3.9941470623016357
0	CAV2	3.994123935699463
0	SYNPO2L	3.990494966506958
0	FSD2	3.9857864379882812
0	OSBP2	3.9813334941864014
0	PCAT19	3.963386058807373
0	ALCAM	3.9460206031799316
0	HMBS	3.8787038326263428
0	MLIP	3.8514482975006104
0	CALCRL	3.8475232124328613
0	UNC5D	3.8342130184173584
0	PALM2	3.829836368560791
0	KLHL3	3.8200416564941406
0	KHDRBS3	3.8089590072631836
0	TUBB1	3.807940721511841
0	ATP11A	3.781428098678589
0	AREG	3.7478623390197754
0	GADD45G	3.7383575439453125
0	TRIM58	3.7104156017303467
0	LPAR3	3.7054224014282227
0	YPEL4	3.6923561096191406
0	PAWR	3.681360960006714
0	PIFO	3.6805200576782227
0	HRAT92	3.662238121032715
0	RASAL2	3.6497292518615723
0	PROB1	3.646826982498169
0	MSX2	3.6357364654541016
0	NOSTRIN	3.6170146465301514
0	SLC12A7	3.612640857696533
0	RAMP3	3.6008856296539307
0	DAB1	3.5676674842834473
0	C1orf115	3.566091775894165
0	PLIN2	3.481571912765503
0	LRRC49	3.4469172954559326
0	NRG1	3.4437713623046875
0	CORIN	3.4346327781677246
0	EFNA1	3.406935691833496
0	LEPR	3.405735969543457
0	BLVRB	3.4015462398529053
0	PKIB	3.401481866836548
0	NPR3	3.400509834289551
0	KCNK6	3.3588483333587646
0	MAGI1	3.3146731853485107
0	HTRA1	3.23068904876709
0	MROH7	3.1925504207611084
0	DIRAS3	3.185465097427368
0	SLC35F1	3.1643333435058594
0	KANK3	3.149975299835205
0	ETV1	3.1496124267578125
0	TUBA4A	3.1351375579833984
0	SPOCK2	3.134317636489868
0	S100A16	3.132854700088501
0	NAV2	3.1236021518707275
0	MIR133A1HG	3.122162103652954
0	NT5E	3.121899127960205
0	MGAT4C	3.1082401275634766
0	RP3-439F8.1	3.06864333152771
0	MAN1A1	3.0482115745544434
0	SLC6A4	3.0408709049224854
0	SORCS1	3.0318541526794434
0	FAM124A	3.0273687839508057
0	CPT1A	3.013495922088623
0	DYSF	3.0059759616851807
0	KLHL31	3.0048673152923584
0	XKR4	2.978478193283081
0	HSPG2	2.973320722579956
0	OIT3	2.9562876224517822
0	FECH	2.9435818195343018
0	STK38L	2.940953493118286
0	PRKCH	2.92830228805542
0	ACSL4	2.9123291969299316
0	TM4SF18	2.9116628170013428
0	ECE1	2.8919057846069336
0	SLC26A7	2.887916088104248
0	RP11-406O23.2	2.8874518871307373
0	EZR	2.8839991092681885
0	FRMD4B	2.8596177101135254
0	SLCO3A1	2.8400397300720215
0	EPCAM	2.818373203277588
0	GLRX	2.816251516342163
0	NEDD4L	2.8043673038482666
0	SLC16A7	2.8028078079223633
0	SEMA3G	2.7548272609710693
0	SIRPA	2.734513521194458
0	CTNND2	2.7279603481292725
0	FAM84A	2.7257137298583984
0	GPR146	2.7230122089385986
0	AC018647.3	2.722930431365967
0	ADGRL4	2.698932647705078
0	PROCR	2.6979312896728516
0	FAM20A	2.696063280105591
0	TRIB1	2.690378189086914
0	BPGM	2.6804280281066895
0	PDPN	2.6771178245544434
0	SLC22A18	2.653129816055298
0	CDS1	2.6398894786834717
0	DENND3	2.633129835128784
0	THBD	2.599463701248169
0	FGF9	2.5971016883850098
0	BCL6B	2.5820810794830322
0	TECRL	2.5486090183258057
0	ERBB4	2.5421552658081055
0	ROBO2	2.5189363956451416
0	PTPRR	2.516237735748291
0	RBPMS2	2.5118346214294434
0	MT1X	2.5005149841308594
0	PLAC8	2.4833478927612305
0	BIK	2.4662251472473145
0	TINAGL1	2.4586448669433594
0	KLF1	2.4563355445861816
0	C2CD4B	2.4559316635131836
0	PARD6B	2.421381711959839
0	WWP1	2.4034738540649414
0	LRRC75A	2.397036552429199
0	GDF15	2.388132095336914
0	PLVAP	2.387301445007324
0	HAPLN3	2.3853204250335693
0	TNMD	2.3678665161132812
0	PPP1R1A	2.3643534183502197
0	ADGRG6	2.357365131378174
0	KLHL30	2.3543639183044434
0	ODF3B	2.3386454582214355
0	MPP7	2.3376288414001465
0	PLCB2	2.3341214656829834
0	BEX2	2.3172097206115723
0	ASPG	2.2479865550994873
0	SMIM5	2.247983455657959
0	CADM4	2.2474889755249023
0	SLC25A37	2.225451946258545
0	UGT8	2.219339370727539
0	AIF1L	2.218980550765991
0	ECHDC2	2.207737684249878
0	SCX	2.200521469116211
0	FABP5	2.1638660430908203
0	TSPAN13	2.1591126918792725
0	CCDC160	2.1550543308258057
0	TRIM55	2.1422553062438965
0	HBD	2.1416423320770264
0	TNFRSF12A	2.1367380619049072
0	RPS6KA2	2.125079393386841
0	GJA4	2.122116804122925
0	SNCG	2.080883264541626
0	SOX7	2.0622799396514893
0	SYNM	2.0441291332244873
0	VWA5A	2.0364298820495605
0	MEDAG	2.0307445526123047
0	CDH13	2.030441999435425
0	FRY	1.998530626296997
0	MYOZ1	1.996163010597229
0	GPRC5C	1.9122321605682373
0	LRRTM1	1.893527626991272
0	LA16c-380H5.5	1.8850312232971191
0	SHISA3	1.88339102268219
0	FCGBP	1.8601685762405396
0	IKZF2	1.8554164171218872
0	MADCAM1	1.8431950807571411
0	TOX	1.837576985359192
0	CTNNAL1	1.8153082132339478
0	PGM5P2	1.810490608215332
0	STOM	1.7811490297317505
0	ATP2A3	1.7647780179977417
0	NTN1	1.7618529796600342
0	TNFRSF11B	1.7528059482574463
0	MCF2L	1.725820779800415
0	ESAM	1.7204729318618774
0	FDXR	1.6903289556503296
0	REEP1	1.660462737083435
0	ROBO4	1.6544100046157837
0	KBTBD11	1.652653455734253
0	ARHGEF15	1.647800087928772
0	SCN5A	1.6399550437927246
0	OLFML2A	1.63744056224823
0	CA4	1.6333491802215576
0	MT1F	1.6160424947738647
0	TMEM100	1.6136572360992432
0	SEMA3B	1.6064893007278442
0	HS3ST3B1	1.606103777885437
0	OSR1	1.584036946296692
0	ZMAT3	1.572250485420227
0	ITGA7	1.566998839378357
0	TNFRSF4	1.564723014831543
0	NAV2-AS2	1.563284993171692
0	SH3BGRL2	1.5630669593811035
0	MMRN1	1.5602939128875732
0	MYLK3	1.5526269674301147
0	HIST1H2AE	1.543589472770691
0	ITLN1	1.5336763858795166
0	CES1	1.5110678672790527
0	TMEM2	1.5075914859771729
0	STX3	1.4990774393081665
0	COLQ	1.4947998523712158
0	RP11-467L13.7	1.4844183921813965
0	UNC5B-AS1	1.4821091890335083
0	ASPN	1.481949806213379
0	HIST1H2BD	1.4040714502334595
0	ICAM2	1.396172046661377
0	C10orf10	1.3906278610229492
0	NTN4	1.3446428775787354
0	SPN	1.3414336442947388
0	PTPRB	1.3411672115325928
0	SLC45A3	1.3362886905670166
0	SLCO2A1	1.3324267864227295
0	KISS1	1.3323745727539062
0	BMPER	1.3230959177017212
0	TBXA2R	1.3043044805526733
0	CPEB4	1.290712594985962
0	MOCS1	1.2751173973083496
0	C20orf166-AS1	1.2702618837356567
0	ANO5	1.2658848762512207
0	ARHGAP27	1.2445036172866821
0	BID	1.24425208568573
0	KCNN2	1.234651803970337
0	CD93	1.2094322443008423
0	EREG	1.2008854150772095
0	CPXM2	1.1884101629257202
0	PIK3R6	1.1760343313217163
0	FOXD3-AS1	1.173319935798645
0	PODXL	1.1513220071792603
0	HBEGF	1.1464290618896484
0	KLHL4	1.1462022066116333
0	GPNMB	1.126326084136963
0	FZD8	1.1043363809585571
0	CLDN5	1.096035361289978
0	BBC3	1.084509253501892
0	RAB20	1.0669986009597778
0	CDA	1.0509744882583618
0	ADRB2	1.0496222972869873
0	RP11-160E2.6	1.035929560661316
0	SLC25A30	1.0351037979125977
0	BCYRN1	1.023369312286377
0	NDUFA4L2	1.0090656280517578
0	KLRG1	0.9813030958175659
0	LGI4	0.9670670032501221
0	LY6H	0.9609585404396057
0	TMTC1	0.9578680396080017
0	FZD5	0.9519402384757996
0	LRIG3	0.9408212900161743
0	ESM1	0.9397830367088318
0	B3GNT2	0.9381023645401001
0	PRKAR2B	0.937259316444397
0	SOX18	0.9369048476219177
0	SULT1E1	0.9222159385681152
0	DONSON	0.8831256031990051
0	SCT	0.876162052154541
0	ADAM11	0.8557647466659546
0	CLIC3	0.8415075540542603
0	BHLHE40	0.8280053734779358
0	PLP2	0.8234562873840332
0	PREX1	0.8221949934959412
0	PLPP7	0.7988213300704956
0	PRG4	0.7964643836021423
0	SLC16A10	0.7888712286949158
0	ST6GALNAC3	0.7813144326210022
0	KDM6B	0.781093955039978
0	FAM95C	0.7766193151473999
0	ICA1	0.7421287298202515
0	GADD45B	0.7129969000816345
0	PSTPIP2	0.7054910063743591
0	PLLP	0.7025672197341919
0	BAMBI	0.6976524591445923
0	CGNL1	0.6884061098098755
0	PRND	0.6704130172729492
0	MFNG	0.6475679874420166
0	RASGRP3	0.6465253233909607
0	C4orf32	0.6460191607475281
0	DPY19L2	0.6418586373329163
0	ERG	0.6406551003456116
0	TMEM233	0.615371584892273
0	GCA	0.6004891991615295
0	VWF	0.5810714960098267
0	DNAJC6	0.5783237218856812
0	CAV1	0.5782545804977417
0	LMOD1	0.574660062789917
0	AGTR2	0.5584868788719177
0	MS4A2	0.5530329942703247
0	F8	0.5525286793708801
0	TSTD1	0.5399453639984131
0	IFI27	0.5270422101020813
0	BCO2	0.5153214931488037
0	TMEM91	0.5036449432373047
0	EFNB2	0.4858436584472656
0	RP11-386I14.4	0.4767020046710968
0	LXN	0.4717753231525421
0	LINC00672	0.47169721126556396
0	STX11	0.46311333775520325
0	SFRP2	0.45059651136398315
0	BTNL9	0.43680340051651
0	HIST1H2AC	0.42433038353919983
0	ADAMTS9-AS1	0.4176997244358063
0	CARMN	0.38176998496055603
0	AQP10	0.38016536831855774
0	MYPN	0.3795894384384155
0	CLEC3B	0.37530168890953064
0	FAM124B	0.3688742220401764
0	CYB5D2	0.352362722158432
0	FGD4	0.3501894474029541
0	MT1G	0.326914519071579
0	ADAMTS9	0.3194549083709717
0	RENBP	0.3143300414085388
0	RP5-1092A3.4	0.3009253442287445
0	IL3RA	0.2842533588409424
0	CBLN1	0.27670398354530334
0	SHE	0.2687581479549408
0	NEAT1	0.2518630027770996
0	NPY	0.24760715663433075
0	RGS5	0.2394193708896637
0	SLITRK4	0.23729924857616425
0	DLL4	0.23726773262023926
0	SLC37A1	0.2358723133802414
0	HCN4	0.23123881220817566
0	HPGD	0.22883963584899902
0	CDH6	0.2256937474012375
0	TMEM255B	0.21912245452404022
0	KCNJ5	0.2120232731103897
0	MT1M	0.20354293286800385
0	ABTB2	0.18217149376869202
0	BTG2	0.18002165853977203
0	ADAM23	0.17502586543560028
0	PAPPA2	0.17092788219451904
0	CCL5	0.16973556578159332
0	ANXA2R	0.16274021565914154
0	SLC30A3	0.14879214763641357
0	EPB41L1	0.13249896466732025
0	SHANK3	0.12182895839214325
0	CTSL	0.10559343546628952
0	ARC	0.10320392996072769
0	ADCY5	0.09483698010444641
0	PTHLH	0.07118044048547745
0	UNC13D	0.0704244077205658
0	RAB11FIP1	0.07003524154424667
0	GP9	0.0635862797498703
0	CXorf36	0.05433515086770058
0	NPR1	0.04840870574116707
0	HSBP1L1	0.044917356222867966
0	GIMAP1	0.0426085889339447
0	INSC	0.040938373655080795
0	WFDC1	0.03531835600733757
0	CA2	0.017365526407957077
0	RP11-380D23.2	0.016056537628173828
0	PPP2R2B	0.012992549687623978
0	GOLGA8A	-0.006307706236839294
0	CRYM	-0.015293012373149395
0	CCL26	-0.026861943304538727
0	PCSK2	-0.02942950278520584
0	PTGDR2	-0.03929182514548302
0	RASL11B	-0.03978696092963219
0	MMP15	-0.04816378280520439
0	BMP2	-0.05608578771352768
0	OR51E2	-0.06938305497169495
0	HAND2-AS1	-0.06992408633232117
0	ARHGAP4	-0.07398498803377151
0	C2orf88	-0.07417183369398117
0	LAT	-0.07703539729118347
0	RP11-849I19.1	-0.07979700714349747
0	TAL1	-0.08224373310804367
0	RP11-498P14.5	-0.08421803265810013
0	ANGPTL4	-0.11471467465162277
0	PIK3CD	-0.11609108746051788
0	C1QTNF9	-0.13067875802516937
0	SPINT2	-0.1396079659461975
0	CYP1B1	-0.1469837725162506
0	KIAA1161	-0.15012583136558533
0	OSBPL1A	-0.1506030559539795
0	SLC11A1	-0.15188957750797272
0	ATP1B2	-0.15366488695144653
0	IL18	-0.15882137417793274
0	BAALC	-0.16463208198547363
0	AKR1C2	-0.16769583523273468
0	SSUH2	-0.19455528259277344
0	ARL15	-0.1987547129392624
0	DGKG	-0.22108596563339233
0	FIGF	-0.22513338923454285
0	ABL2	-0.23162192106246948
0	MFAP5	-0.2333853840827942
0	PCDH11X	-0.23890739679336548
0	PRTN3	-0.2461128681898117
0	BIRC3	-0.24783557653427124
0	CD82	-0.2564461827278137
0	DKK2	-0.25954169034957886
0	CHRM2	-0.2616886496543884
0	FABP4	-0.26394933462142944
0	COL8A2	-0.2650880813598633
0	RFESD	-0.27021315693855286
0	ADH1B	-0.2742738425731659
0	SPTB	-0.27841857075691223
0	RAPGEF3	-0.28125739097595215
0	TMCC2	-0.30466458201408386
0	DUSP4	-0.3103700578212738
0	NCAM1	-0.3107014298439026
0	TPSAB1	-0.3391195833683014
0	CYP2J2	-0.34196561574935913
0	RASIP1	-0.3530298173427582
