cluster_number	gene	z_score
2	TGM2	-8.164310455322266
2	TRDN	-8.178168296813965
2	EMCN	-8.196419715881348
2	DUT	-8.24704360961914
2	PPP1R14C	-8.267374992370605
2	CRIP2	-8.329930305480957
2	LINC00881	-8.421043395996094
2	MYH7B	-8.440805435180664
2	RAMP1	-8.471216201782227
2	MYL3	-8.489956855773926
2	FGF12	-8.500591278076172
2	DHFR	-8.50728702545166
2	CASQ2	-8.518860816955566
2	PTP4A3	-8.654654502868652
2	SPTA1	-8.712859153747559
2	TMOD1	-8.745037078857422
2	RRAD	-8.748520851135254
2	NPR3	-8.950613021850586
2	RUNDC3A	-9.013350486755371
2	SH3BGR	-9.030110359191895
2	HELLS	-9.052762031555176
2	SFRP1	-9.063225746154785
2	CLU	-9.081303596496582
2	ALDOC	-9.188027381896973
2	FHL2	-9.234580039978027
2	KRT18	-9.30784797668457
2	MMRN2	-9.35848331451416
2	MYOM1	-9.421250343322754
2	TCEA3	-9.446950912475586
2	BMX	-9.571795463562012
2	MGST3	-9.5983304977417
2	NKX2-5	-9.63564395904541
2	TECRL	-9.718621253967285
2	FAM162A	-9.86573600769043
2	HACD1	-9.868162155151367
2	COX5A	-9.998767852783203
2	HBG1	-10.046615600585938
2	SOST	-10.211234092712402
2	POPDC2	-10.25174331665039
2	SYNPO2L	-10.29720687866211
2	TCAP	-10.314105033874512
2	SORBS2	-10.335086822509766
2	FAM213A	-10.361730575561523
2	MB	-10.363351821899414
2	CDCA7	-10.393564224243164
2	PROCR	-10.431098937988281
2	OLFM3	-10.509583473205566
2	LGALS3	-10.657560348510742
2	MCM7	-10.696320533752441
2	ENO3	-10.78024959564209
2	HBB	-10.887544631958008
2	CKM	-11.001008033752441
2	TSPO	-11.06513786315918
2	SLC8A1	-11.09129810333252
2	FITM1	-11.092107772827148
2	MCM4	-11.099879264831543
2	ACTN2	-11.102449417114258
2	CTD-2545M3.8	-11.122074127197266
2	HSPB3	-11.126653671264648
2	MYL9	-11.129945755004883
2	MYBPC3	-11.213923454284668
2	CTNNAL1	-11.370745658874512
2	NFE2	-11.593539237976074
2	E2F1	-11.61052131652832
2	MYOZ2	-11.727869033813477
2	SMPX	-11.804828643798828
2	CRYAB	-11.835134506225586
2	PDLIM5	-11.928959846496582
2	MCM5	-11.972299575805664
2	CISD1	-12.004500389099121
2	SLC25A4	-12.090095520019531
2	PCNA	-12.230857849121094
2	PLN	-12.254827499389648
2	PGAM2	-12.26937198638916
2	LDB3	-12.282793045043945
2	HBZ	-12.321417808532715
2	EMC10	-12.348186492919922
2	NEXN	-12.428257942199707
2	NPDC1	-12.507040977478027
2	TNNI3	-12.521084785461426
2	NEBL	-12.558276176452637
2	ASPN	-12.59969711303711
2	ALDOA	-12.779995918273926
2	FABP3	-12.802823066711426
2	DES	-13.070693969726562
2	CSRP3	-13.299930572509766
2	HBQ1	-13.371038436889648
2	HSPB7	-13.506182670593262
2	ACTC1	-13.516258239746094
2	GINS2	-13.554462432861328
2	TTN	-13.590410232543945
2	MYL4	-13.593025207519531
2	TNNT2	-14.1332426071167
2	TNNI1	-14.157544136047363
2	TNNC1	-14.234834671020508
2	GYPA	-14.236231803894043
2	MCM3	-14.523609161376953
2	CHCHD10	-14.541569709777832
2	UPK3B	-14.85428524017334
2	AHSP	-15.701345443725586
2	COX7A1	-16.182186126708984
2	ALAS2	-16.548988342285156
2	HEMGN	-17.077396392822266
2	HBM	-17.140888214111328
2	GYPB	-17.158370971679688
2	PHOSPHO1	-17.529449462890625
2	KRT1	-17.892986297607422
3	KIAA0101	25.373458862304688
3	TYMS	24.20597267150879
3	TK1	23.957548141479492
3	RRM2	20.747804641723633
3	CENPU	20.206581115722656
3	PCNA	20.145811080932617
3	H2AFZ	20.044633865356445
3	DUT	19.607704162597656
3	HIST1H4C	19.377456665039062
3	APOE	18.662677764892578
3	EBI3	18.22601890563965
3	VAV1	18.17662239074707
3	LINC01272	18.13440704345703
3	DPEP2	18.003503799438477
3	ADORA3	17.996089935302734
3	KYNU	17.766382217407227
3	CLSPN	17.53971290588379
3	S100A12	17.529829025268555
3	IGFBP7	17.48866081237793
3	HES4	17.1543025970459
3	MYBL2	17.04080581665039
3	ZWINT	17.02854347229004
3	CXorf21	16.891963958740234
3	TUBA1B	16.884639739990234
3	TFPI	16.039745330810547
3	CDK1	15.806272506713867
3	DHFR	15.766620635986328
3	HELLS	15.748069763183594
3	ATAD2	15.384398460388184
3	FEN1	15.344922065734863
3	MCM7	15.321003913879395
3	H2AFX	15.196043014526367
3	GGH	15.130640983581543
3	CDT1	14.876935005187988
3	CD28	14.873356819152832
3	CLC	14.759906768798828
3	CENPK	14.677334785461426
3	STMN1	14.347397804260254
3	ITGA1	14.215914726257324
3	SPC25	14.113548278808594
3	CYBB	13.975785255432129
3	THY1	13.905122756958008
3	MS4A7	13.778387069702148
3	HMGB2	13.727838516235352
3	LILRB5	13.70727825164795
3	CCR1	13.574762344360352
3	BGN	13.496721267700195
3	CD163	13.480392456054688
3	SMC2	13.364157676696777
3	MS4A3	13.28083610534668
3	RAD51AP1	13.262700080871582
3	UBE2T	12.93862533569336
3	FCGR1B	12.800960540771484
3	NOTCH3	12.732874870300293
3	C3AR1	12.710076332092285
3	CYGB	12.57491683959961
3	CSF1R	12.546236991882324
3	RARRES2	12.432188987731934
3	F13A1	12.394875526428223
3	CTSS	12.2999906539917
3	LHFP	12.267179489135742
3	CTSC	12.198799133300781
3	VSIG4	12.132662773132324
3	DOK2	12.102089881896973
3	NRGN	12.070499420166016
3	TNFAIP8L2	12.070469856262207
3	LINC00152	12.009516716003418
3	HIST1H1D	11.930740356445312
3	C1QC	11.907084465026855
3	GPR34	11.895191192626953
3	MS4A4A	11.890910148620605
3	PLA2G5	11.857333183288574
3	LST1	11.834688186645508
3	FBXO5	11.790725708007812
3	TYROBP	11.736570358276367
3	RNASE6	11.669307708740234
3	UHRF1	11.655534744262695
3	MRC1	11.615723609924316
3	LMNB1	11.568926811218262
3	CCDC3	11.561705589294434
3	FOLR2	11.49393081665039
3	COL4A2	11.47592544555664
3	PTPRC	11.460343360900879
3	ASF1B	11.383124351501465
3	SMC4	11.353763580322266
3	FAM111A	11.32208251953125
3	HPGDS	11.282669067382812
3	FABP5	11.267930030822754
3	ARHGDIB	11.254271507263184
3	SPC24	11.212584495544434
3	NCKAP1L	11.164379119873047
3	LYVE1	11.144354820251465
3	COLEC11	11.111730575561523
3	CENPM	11.023740768432617
3	CST3	10.97295093536377
3	COX4I2	10.954798698425293
3	CD53	10.937124252319336
3	GINS2	10.917749404907227
3	AURKB	10.908815383911133
3	SEPT4	10.880413055419922
3	ORC6	10.823067665100098
3	CCDC102B	10.810273170471191
3	FCGR1A	10.76235294342041
3	PDGFRB	10.75124740600586
3	IGFBP2	10.692808151245117
3	MPEG1	10.69003963470459
3	MCAM	10.55936050415039
3	HCST	10.55268669128418
3	PRSS35	10.532464981079102
3	GUCY1B3	10.531210899353027
3	MSC	10.48940658569336
3	UBE2C	10.464706420898438
3	FN1	10.447712898254395
3	MAD2L1	10.385912895202637
3	CLEC7A	10.323506355285645
3	ID4	10.321489334106445
3	DIAPH3	10.318760871887207
3	RNASE2	10.295989990234375
3	SEMA5A	10.292046546936035
3	C1QA	10.27545166015625
3	MCM4	10.272614479064941
3	LAPTM5	10.203046798706055
3	S100A9	10.148965835571289
3	C1QB	10.134530067443848
3	IL33	10.120766639709473
3	MS4A6A	10.1206693649292
3	CKS1B	10.053964614868164
3	MCM3	9.98960018157959
3	HEYL	9.952688217163086
3	SIGLEC10	9.950393676757812
3	NUSAP1	9.886651992797852
3	KIFC1	9.875025749206543
3	FCGR3A	9.863274574279785
3	ITGB2	9.791549682617188
3	PLD4	9.787311553955078
3	CYBA	9.73957633972168
3	MIR4435-2HG	9.730596542358398
3	SPI1	9.722457885742188
3	ITGA11	9.703794479370117
3	GATM	9.69665813446045
3	ACTA2	9.639317512512207
3	AGR2	9.584609985351562
3	AOAH	9.570650100708008
3	TNFSF10	9.561723709106445
3	FILIP1L	9.528423309326172
3	COTL1	9.476330757141113
3	CD300A	9.40404987335205
3	TREM2	9.313329696655273
3	RGS5	9.286677360534668
3	TOP2A	9.217961311340332
3	GUCY1A3	9.122237205505371
3	FOXS1	9.10690975189209
3	APOC1	9.072741508483887
3	FCER1G	9.058755874633789
3	C11orf96	9.034052848815918
3	ITGAM	8.9603271484375
3	LCP1	8.960057258605957
3	ENPEP	8.904868125915527
3	LY86	8.8618745803833
3	MKI67	8.853301048278809
3	SEMA5B	8.838642120361328
3	HCK	8.814703941345215
3	SERPINE2	8.80736255645752
3	NCF4	8.768892288208008
3	HLA-DPB1	8.736403465270996
3	PBK	8.727482795715332
3	CD14	8.711283683776855
3	BIRC5	8.64732551574707
3	NDUFA4L2	8.618611335754395
3	LAMC3	8.593672752380371
3	INPP5D	8.550018310546875
3	SIGLEC1	8.545239448547363
3	E2F1	8.51728343963623
3	OAS3	8.513760566711426
3	C21orf58	8.505364418029785
3	MSR1	8.479537010192871
3	FCGR2A	8.439425468444824
3	AGT	8.415131568908691
3	OLFML2B	8.39899730682373
3	NDC80	8.39404582977295
3	NCAPG	8.375691413879395
3	HAVCR2	8.290589332580566
3	RETN	8.274134635925293
3	LMNB2	8.233640670776367
3	ID1	8.208466529846191
3	KLF6	8.200429916381836
3	ADAMTS4	8.194655418395996
3	FOXM1	8.190232276916504
3	NGFR	8.186468124389648
3	EGR1	8.182313919067383
3	MXD3	8.180389404296875
3	ETS1	8.179341316223145
3	FPR1	8.169604301452637
3	BIN2	8.152864456176758
3	P2RY13	8.14197063446045
3	FYB	8.13061237335205
3	ADAP2	8.095731735229492
3	GAS6	7.906428813934326
3	LRRC25	7.889634609222412
3	IGSF6	7.87453031539917
3	GNA15	7.857534408569336
3	CD68	7.852997303009033
3	HLA-DRA	7.826144218444824
3	DOCK8	7.823606014251709
3	KHDRBS3	7.79620885848999
3	HLA-DPA1	7.778282165527344
3	MT2A	7.767029762268066
3	PAG1	7.74650764465332
3	LCP2	7.709515571594238
3	NR4A1	7.695804595947266
3	COL5A3	7.6947550773620605
3	PARVG	7.647053241729736
3	UACA	7.639019966125488
3	EVI2A	7.627788543701172
3	GMFG	7.617369174957275
3	GAPT	7.595892906188965
3	STAB1	7.584975242614746
3	ECM1	7.563380241394043
3	CX3CR1	7.556354522705078
3	ARPC1B	7.554041862487793
3	SYTL2	7.53811502456665
3	NCF1	7.511897563934326
3	HIST1H1C	7.489419460296631
3	TMIGD3	7.450216293334961
3	THBS2	7.4420084953308105
3	CRYBB1	7.416180610656738
3	PDLIM3	7.4155354499816895
3	TUBB4B	7.37818717956543
3	AIF1	7.374290466308594
3	APBB1IP	7.371590614318848
3	JUNB	7.341104030609131
3	DUSP6	7.314693450927734
3	HLA-DMB	7.306358814239502
3	GNG11	7.305997371673584
3	CSRP1	7.302638053894043
3	MCM5	7.3016886711120605
3	TPM2	7.289059638977051
3	CAMK2N1	7.270865440368652
3	KCNS3	7.2536702156066895
3	HEY1	7.206865310668945
3	CENPW	7.174782752990723
3	HLA-DQB1	7.154600143432617
3	COL15A1	7.145099639892578
3	ISYNA1	7.135085582733154
3	CD37	7.127591609954834
3	AP000439.1	7.119014739990234
3	CKAP2L	7.117057800292969
3	ALOX5AP	7.106664657592773
3	SH2D3C	7.091480731964111
3	IL32	7.084553241729736
3	KIF15	7.018144130706787
3	MARCH1	7.010709285736084
3	CDKN1A	6.980988025665283
3	CCNA2	6.957247257232666
3	IER2	6.935483932495117
3	PRC1	6.9052653312683105
3	HIST1H1A	6.8668212890625
3	TNF	6.80277681350708
3	TPX2	6.779716491699219
3	TACC3	6.743109703063965
3	MNDA	6.733952522277832
3	CYTH4	6.720691204071045
3	SYNPO2	6.710640907287598
3	OLR1	6.70832633972168
3	CCL2	6.676185607910156
3	TFEC	6.672826766967773
3	CD74	6.645007133483887
3	CDCA7	6.62994909286499
3	HLA-DRB5	6.604272842407227
3	THBS4	6.603903770446777
3	WAS	6.593264579772949
3	PRDM1	6.587917327880859
3	TNC	6.553093433380127
3	CASC5	6.544180393218994
3	CCL3L3	6.542291641235352
3	PTAFR	6.527348518371582
3	CCL3	6.519497394561768
3	KCNJ8	6.489776134490967
3	EVI2B	6.456108570098877
3	F5	6.446706771850586
3	C2	6.443953514099121
3	PLEK	6.273892402648926
3	RP5-1171I10.5	6.253391742706299
3	CCL4	6.2423553466796875
3	VAMP8	6.193597316741943
3	RBM47	6.136023998260498
3	NKG7	6.124111652374268
3	SPP1	6.1213226318359375
3	SIGLEC14	6.118608474731445
3	IL1B	6.108280181884766
3	C5AR1	6.061248779296875
3	ARHGAP30	6.022524833679199
3	RNF152	5.956019878387451
3	TIMD4	5.9466986656188965
3	ALDH1A1	5.944488048553467
3	FOS	5.929365634918213
3	TPPP3	5.906696796417236
3	FGD2	5.903780937194824
3	CORO1A	5.882925033569336
3	CHST2	5.852272987365723
3	PTN	5.830069065093994
3	ZFP36	5.8241400718688965
3	KIF11	5.804248332977295
3	RGS1	5.801693439483643
3	NGF	5.800571918487549
3	SDC2	5.786812782287598
3	NLRP1	5.775553226470947
3	LY96	5.7699713706970215
3	LILRB2	5.7641072273254395
3	GTSE1	5.727877140045166
3	CARD16	5.7219319343566895
3	IL1A	5.705358982086182
3	SLCO2B1	5.697811126708984
3	SHISA2	5.680708885192871
3	HES1	5.670487880706787
3	KIF20B	5.65763521194458
3	C8orf4	5.64957857131958
3	DPT	5.642805576324463
3	BTK	5.638474464416504
3	RERG	5.6270751953125
3	HLA-DMA	5.621020317077637
3	CD84	5.618529796600342
3	ARHGAP15	5.5916337966918945
3	A2M	5.572110652923584
3	FOSB	5.5523247718811035
3	CCL4L2	5.550531387329102
3	RACGAP1	5.533358097076416
3	DUSP1	5.51235818862915
3	RASGRP4	5.469086170196533
3	CCDC146	5.464012622833252
3	TBXAS1	5.444016933441162
3	CD200R1	5.438710689544678
3	KLF2	5.417893409729004
3	IKZF1	5.417849063873291
3	GIMAP4	5.417430400848389
3	DNASE1L3	5.413837432861328
3	SERPINA1	5.407555103302002
3	ARRB2	5.373291969299316
3	SGOL1	5.370321750640869
3	LAIR1	5.309825420379639
3	CFD	5.275506496429443
3	COL5A1	5.250910758972168
3	CD33	5.214741230010986
3	CXCL8	5.200900077819824
3	SCN7A	5.184187412261963
3	NUF2	5.167420864105225
3	CEBPA	5.094340801239014
3	PPP1R14A	5.075474262237549
3	CD86	5.069239139556885
3	SYK	5.068169116973877
3	ADAMTS9	5.063973903656006
3	SLA	5.059549808502197
3	FAM162B	5.044552803039551
3	CD83	5.0413594245910645
3	EIF4A3	5.024120807647705
3	TNFRSF1B	5.017736434936523
3	NR4A2	4.995794296264648
3	EPAS1	4.995502471923828
3	HSPA2	4.995187759399414
3	LY6E	4.990074157714844
3	GPSM3	4.9738545417785645
3	HMOX1	4.92579460144043
3	KIF23	4.898008346557617
3	HIGD1B	4.888834476470947
3	NLRP3	4.85174560546875
3	C4orf32	4.850611686706543
3	PTX3	4.815329074859619
3	NETO2	4.81162166595459
3	DOCK2	4.795851230621338
3	RGS18	4.7935943603515625
3	CCL21	4.774911403656006
3	ENG	4.7588653564453125
3	SELPLG	4.7569193840026855
3	VCAN	4.756506443023682
3	AC018647.3	4.743371963500977
3	HCLS1	4.736057281494141
3	ATF3	4.70181131362915
3	TAGLN	4.658248424530029
3	PPP1R15A	4.636927604675293
3	CASP1	4.6352925300598145
3	LUM	4.610882759094238
3	CENPF	4.592197895050049
3	SASH3	4.588164329528809
3	LINGO1	4.569482326507568
3	SULT1E1	4.544261932373047
3	GJC1	4.5383381843566895
3	MEF2C	4.523667335510254
3	NFKBIA	4.511843681335449
3	TAGAP	4.504368782043457
3	CYR61	4.482024192810059
3	CKS2	4.4708333015441895
3	NPPC	4.467287540435791
3	SH2B3	4.461868762969971
3	LGMN	4.4563469886779785
3	LPAR5	4.451318740844727
3	SRGN	4.435216903686523
3	SLC2A3	4.431122303009033
3	BLNK	4.427577018737793
3	MYLK	4.427568435668945
3	EMP2	4.414762020111084
3	CD52	4.388409614562988
3	LTB	4.385426998138428
3	B2M	4.367055892944336
3	LILRB4	4.366686820983887
3	RGS4	4.364620685577393
3	DACH1	4.345884323120117
3	CXCR4	4.342288017272949
3	BTG2	4.325809001922607
3	DAAM2	4.317813873291016
3	PAWR	4.3131866455078125
3	IL1RN	4.2852911949157715
3	CD180	4.283770561218262
3	SAMSN1	4.279340744018555
3	NRP1	4.269649028778076
3	RXRG	4.266965866088867
3	IRF1	4.257394790649414
3	REM1	4.253062725067139
3	CSF2RA	4.245053291320801
3	ANLN	4.2413129806518555
3	LYN	4.240376949310303
3	TBX2	4.238311767578125
3	MEOX2	4.20357608795166
3	MMD	4.197775363922119
3	TLR2	4.188553333282471
3	PLXND1	4.182037830352783
3	GGT5	4.099887847900391
3	RB1	4.098694324493408
3	KIT	4.088639259338379
3	LYZ	4.062258243560791
3	PLCL1	4.0546956062316895
3	CEBPB	4.042300701141357
3	CTHRC1	4.026443958282471
3	DONSON	3.995530128479004
3	CRIP1	3.980602502822876
3	SH3BGRL3	3.9552361965179443
3	KIF2C	3.931067705154419
3	POU2F2	3.91731595993042
3	CDKN2C	3.908883571624756
3	GPR65	3.9062790870666504
3	TNFAIP3	3.903313159942627
3	NFKBID	3.8670480251312256
3	SLITRK4	3.861628770828247
3	NCF2	3.8576011657714844
3	PLAU	3.854304552078247
3	NINJ1	3.8415207862854004
3	ARHGAP18	3.835503101348877
3	ADAM15	3.8353919982910156
3	ELN	3.834933280944824
3	PLAUR	3.8180625438690186
3	BID	3.7956526279449463
3	OGFRL1	3.793590784072876
3	TINAGL1	3.7634341716766357
3	PIK3AP1	3.7624917030334473
3	CD4	3.7554051876068115
3	CSF2RB	3.7487950325012207
3	THBS1	3.7451014518737793
3	CKB	3.733515977859497
3	CKAP2	3.689563512802124
3	CTD-3252C9.4	3.684041738510132
3	FAM129A	3.6779487133026123
3	KCNMB1	3.674614667892456
3	SLN	3.6687560081481934
3	TNFRSF11A	3.6544101238250732
3	LAT2	3.647883892059326
3	CPE	3.6340198516845703
3	TFPI2	3.633790969848633
3	BMP2K	3.6262173652648926
3	HES5	3.6242928504943848
3	CETP	3.5963428020477295
3	GLIPR1	3.589466094970703
3	HTRA3	3.5758965015411377
3	ERRFI1	3.575730562210083
3	CEP55	3.571272611618042
3	DKK1	3.568531036376953
3	PTPN6	3.5622153282165527
3	SERPINE1	3.559570074081421
3	CDKN3	3.559326171875
3	NRROS	3.5411884784698486
3	FCN1	3.52691388130188
3	GPAT2	3.526548385620117
3	APLNR	3.5248634815216064
3	PMAIP1	3.519505500793457
3	ANGPT2	3.4949376583099365
3	PGF	3.4886670112609863
3	PRKCB	3.4839730262756348
3	C1orf162	3.4696059226989746
3	CGNL1	3.4674534797668457
3	NCAPD2	3.4483680725097656
3	PRSS23	3.4434709548950195
3	LRRC32	3.406695604324341
3	FAM110A	3.406127452850342
3	CTNNAL1	3.3967435359954834
3	FAM105A	3.395676851272583
3	GPRC5A	3.38556170463562
3	CSTA	3.383402109146118
3	JUN	3.383040428161621
3	CSPG4	3.3776941299438477
3	TPBG	3.3670785427093506
3	SGK1	3.3661701679229736
3	NPL	3.365525245666504
3	MAFF	3.363866090774536
3	SAMHD1	3.339437484741211
3	AOC3	3.336905002593994
3	PTK2	3.3347949981689453
3	IL10RA	3.3332126140594482
3	SEMA6D	3.332650661468506
3	FAM213A	3.3264832496643066
3	UNC93B1	3.3064444065093994
3	HMHA1	3.305685520172119
3	MATK	3.305004358291626
3	DNAJB1	3.2983906269073486
3	RGS10	3.2352190017700195
3	RP11-431K24.1	3.2343194484710693
3	FAM64A	3.22206974029541
3	PDLIM1	3.218799352645874
3	COL6A6	3.205437421798706
3	EGFL7	3.1966452598571777
3	IFIT3	3.1870999336242676
3	MAP3K7CL	3.1786446571350098
3	NEGR1	3.1480677127838135
3	ITGAL	3.1453611850738525
3	ENC1	3.1175050735473633
3	ARHGAP9	3.1136367321014404
3	TRPC6	3.099003314971924
3	PLXDC1	3.0738658905029297
3	COL9A1	3.0714006423950195
3	CARMN	3.0567121505737305
3	ALOX5	3.0513997077941895
3	PI15	3.045776605606079
3	TYMP	3.032477855682373
3	IFI30	3.02626633644104
3	LINC01094	3.0247914791107178
3	JAG1	3.017120361328125
3	FAM26F	3.0160577297210693
3	SVIP	3.0089166164398193
3	IRF5	3.004450559616089
3	CXCL2	3.003878116607666
3	PDE1B	2.9846596717834473
3	EFEMP1	2.9670443534851074
3	SOCS3	2.955763816833496
3	RHOB	2.9487037658691406
3	SLC40A1	2.9336817264556885
3	CHST1	2.925750732421875
3	FXYD5	2.9203169345855713
3	KLHL23	2.9159882068634033
3	KITLG	2.9048550128936768
3	IRF8	2.902249813079834
3	MYO1F	2.9010918140411377
3	ESAM	2.900350570678711
3	BMP4	2.8894877433776855
3	CXCL12	2.881805181503296
3	ABCC9	2.8744144439697266
3	FAM101B	2.8717594146728516
3	EGR2	2.869635581970215
3	KCNE3	2.842787265777588
3	EGFL6	2.8251447677612305
3	ENPP2	2.824340343475342
3	CTGF	2.817014694213867
3	FMO2	2.8126702308654785
3	ACTG2	2.8019211292266846
3	COL21A1	2.7960546016693115
3	HLA-E	2.7918083667755127
3	TBX2-AS1	2.7874085903167725
3	TMC8	2.7562243938446045
3	RASAL3	2.7249703407287598
3	HLA-DQA1	2.720283269882202
3	TSPAN15	2.7125704288482666
3	CCL20	2.687704563140869
3	RP3-395M20.12	2.6783711910247803
3	IQGAP2	2.671107769012451
3	EPB41L1	2.6522130966186523
3	COL12A1	2.6485209465026855
3	PDE3A	2.6446263790130615
3	CD48	2.632842779159546
3	IER5	2.61932110786438
3	DCN	2.618574857711792
3	MBP	2.615570068359375
3	EDNRA	2.604142904281616
3	RAPGEF5	2.601191997528076
3	UBE2S	2.6009681224823
3	CDKN2D	2.587681293487549
3	SIGLEC7	2.572763204574585
3	HJURP	2.561453104019165
3	CLEC4A	2.5581085681915283
3	LMNA	2.5568480491638184
3	CFH	2.5561232566833496
3	HTR2B	2.5527143478393555
3	CDCA3	2.5450220108032227
3	LRMP	2.54121732711792
3	APOD	2.5365638732910156
3	MOCS1	2.505993366241455
3	LSP1	2.4946863651275635
3	SUSD3	2.493077039718628
3	PLA2G7	2.4888916015625
3	OR51E1	2.4782235622406006
3	GIMAP6	2.4303600788116455
3	RHBDF2	2.430234909057617
3	HECW2	2.391850233078003
3	C7	2.3754959106445312
3	CD9	2.3725972175598145
3	HRH1	2.3702285289764404
3	AP1B1	2.3692314624786377
3	ASPM	2.366816282272339
3	S100A8	2.3507773876190186
3	LINC00672	2.3416967391967773
3	SELL	2.3338825702667236
3	OSM	2.3241419792175293
3	PCDH12	2.323143243789673
3	TMEM37	2.3100833892822266
3	FBLN2	2.274256706237793
3	HGF	2.2739553451538086
3	HOXB-AS1	2.25217866897583
3	PRR11	2.248290538787842
3	CBLN2	2.2391200065612793
3	HLA-DRB1	2.2263617515563965
3	CCL5	2.2255287170410156
3	CTSZ	2.2184524536132812
3	OSBPL1A	2.210211753845215
3	REL	2.1956677436828613
3	FERMT3	2.1947834491729736
3	ARHGAP11B	2.1898834705352783
3	DEF6	2.18574857711792
3	DUSP2	2.1805272102355957
3	EMB	2.1647491455078125
3	ZNF331	2.1578540802001953
3	PYCARD	2.1547694206237793
3	KIAA0226L	2.151813268661499
3	CTSL	2.1409077644348145
3	LIX1	2.135230302810669
3	CDCA8	2.1270813941955566
3	TCF23	2.123811721801758
3	CXCL16	2.1216371059417725
3	PDGFB	2.1144988536834717
3	IL1RL1	2.1134912967681885
3	HLA-B	2.1047112941741943
3	PEG3	2.0998499393463135
3	ECE1	2.098181962966919
3	MYH11	2.0836679935455322
3	MILR1	2.082831382751465
3	FMNL1	2.0761592388153076
3	ANKRD29	2.071265697479248
3	CDH6	2.0653038024902344
3	GIMAP2	2.064464569091797
3	MYC	2.060215473175049
3	ARHGAP26	2.0496156215667725
3	PTPRZ1	2.041337251663208
3	NRK	2.033245801925659
3	IQGAP3	2.032599687576294
3	ACSM3	2.031350612640381
3	GCH1	2.01448655128479
3	RNASET2	2.0137884616851807
3	IL17B	2.0086960792541504
3	AKAP12	2.001657485961914
3	SCT	2.0010972023010254
3	ECT2	1.9998623132705688
3	CD44	1.9917875528335571
3	FABP4	1.9847629070281982
3	GPIHBP1	1.9835517406463623
3	SLC12A2	1.9779192209243774
3	IER3	1.9682416915893555
3	CRHBP	1.9626637697219849
3	RERGL	1.9609521627426147
3	RGS2	1.9475581645965576
3	S100A10	1.9432003498077393
3	SERPINB9	1.9242216348648071
3	NRIP2	1.9185882806777954
3	STOM	1.908302903175354
3	TCF15	1.8653627634048462
3	CCL8	1.8557326793670654
3	ATP2A3	1.8534506559371948
3	SOD3	1.8243578672409058
3	MROH8	1.8217418193817139
3	TUBB2B	1.8065036535263062
3	ATP8B4	1.805274248123169
3	C1orf186	1.8020901679992676
3	GPBAR1	1.795853614807129
3	NPW	1.7954134941101074
3	GEM	1.7945952415466309
3	JAML	1.7925124168395996
3	CPA3	1.7843445539474487
3	CD34	1.7825068235397339
3	HSPA1B	1.778733253479004
3	ZC3H12A	1.7685136795043945
3	RP11-29B9.2	1.7651441097259521
3	C10orf128	1.760787844657898
3	HTRA1	1.7556850910186768
3	LILRB3	1.7551689147949219
3	PRAM1	1.7377806901931763
3	PTPRE	1.7271569967269897
3	NFATC2	1.724299669265747
3	CCDC151	1.7110899686813354
3	TRIL	1.7085537910461426
3	AGTR1	1.695358395576477
3	RP11-394O4.5	1.6951314210891724
3	TNFRSF25	1.6855967044830322
3	SLFN11	1.6627367734909058
3	MAB21L1	1.660157561302185
3	LMCD1	1.656162142753601
3	TCHH	1.6497321128845215
3	RGS16	1.6494535207748413
3	TM6SF1	1.6436026096343994
3	ICAM1	1.6411415338516235
3	KCNMA1	1.63742995262146
3	FCGRT	1.6339776515960693
3	CTD-3193K9.4	1.629866600036621
3	KIAA0930	1.6263229846954346
3	DGKG	1.6248228549957275
3	SMAD6	1.6169840097427368
3	MERTK	1.614768147468567
3	AC004381.6	1.608810305595398
3	CXCL1	1.6084179878234863
3	PILRA	1.6026743650436401
3	PTGS2	1.6020745038986206
3	TNFRSF11B	1.6016701459884644
3	MX1	1.6002273559570312
3	RAMP2	1.5924681425094604
3	FLT4	1.5620818138122559
3	SLC12A5	1.5493513345718384
3	NR4A3	1.54300856590271
3	MYO1G	1.5369991064071655
3	SFRP4	1.5368239879608154
3	DOK3	1.53514564037323
3	ALDH1A3	1.5339263677597046
3	DKK2	1.5330544710159302
3	SLC9A9	1.5319490432739258
3	CALML6	1.5273208618164062
3	TMEM56	1.519460916519165
3	BHLHE41	1.514278769493103
3	GCA	1.5117970705032349
3	CABP1	1.5066895484924316
3	BIRC3	1.5062681436538696
3	CTSG	1.5050995349884033
3	FGR	1.5037286281585693
3	PTPRR	1.5025994777679443
3	TNFSF13B	1.4927423000335693
3	ARHGAP11A	1.4903651475906372
3	SCIMP	1.4749565124511719
3	ABCA6	1.4707461595535278
3	MT-ND1	1.47013521194458
3	GIMAP7	1.4615007638931274
3	HLX	1.4598320722579956
3	MPZ	1.4561488628387451
3	NET1	1.456130862236023
3	TPSAB1	1.4419054985046387
3	MAFB	1.4391182661056519
3	CA3	1.4358817338943481
3	TGFB1	1.4337199926376343
3	LGALSL	1.4297540187835693
3	TNFSF9	1.429625153541565
3	ADH1B	1.4207319021224976
3	SLC2A5	1.419534683227539
3	ABCA1	1.4171465635299683
3	SLC18A2	1.3922736644744873
3	SERPINB1	1.3903993368148804
3	JAM2	1.388747215270996
3	DEPDC1	1.3599134683609009
3	IL6	1.3433411121368408
3	TTYH1	1.3290857076644897
